,original_title,revenue,budget,profit,revenue_adj,budget_adj,profit_adj
4807,Jack Irish: Bad Debts,0,0,0,0.0,0.0,0.0
4808,The Devil's Carnival,0,500000,-500000,0.0,474872.14067612204,-474872.14067612204
4809,"Peace, Love & Misunderstanding",539896,0,539896,512763.13852495205,0.0,512763.13852495205
4810,Not Fade Away,610792,20000000,-19389208,580096.209095701,18994885.627044898,-18414789.417949196
4811,Fairy Tail the Movie: Phoenix Priestess,0,0,0,0.0,0.0,0.0
4812,L'Attentat,0,0,0,0.0,0.0,0.0
4813,Smiley,0,0,0,0.0,0.0,0.0
4814,Any Day Now,0,0,0,0.0,0.0,0.0
4815,3 Zimmer/KÃ¼che/Bad,0,0,0,0.0,0.0,0.0
4816,Darling Companion,0,0,0,0.0,0.0,0.0
4817,Fist of Jesus,0,0,0,0.0,0.0,0.0
4818,Maggie Simpson in The Longest Daycare,0,0,0,0.0,0.0,0.0
4819,Donner Pass,0,300000,-300000,0.0,284923.284405673,-284923.284405673
4820,Interview with a Hitman,0,0,0,0.0,0.0,0.0
4821,Errors of the Human Body,0,1500000,-1500000,0.0,1424616.42202836,-1424616.42202836
4822,Christmas with Holly,0,0,0,0.0,0.0,0.0
4823,The Summit,0,0,0,0.0,0.0,0.0
4824,Jack & Diane,0,0,0,0.0,0.0,0.0
4825,Mansome,0,0,0,0.0,0.0,0.0
4826,We Are Legion: The Story of the Hacktivists,0,0,0,0.0,0.0,0.0
4827,í•˜ìš¸ë§,0,0,0,0.0,0.0,0.0
4828,The Gatekeepers,0,0,0,0.0,0.0,0.0
4829,Rags,0,0,0,0.0,0.0,0.0
4830,Simon Killer,0,0,0,0.0,0.0,0.0
4831,Redd Inc.,1000000,500000,500000,949744.281352245,474872.14067612204,474872.140676123
4832,Reincarnated,0,0,0,0.0,0.0,0.0
4833,A Perfect Ending,0,0,0,0.0,0.0,0.0
4834,Arjun: The Warrior Prince,0,0,0,0.0,0.0,0.0
4835,The Barrens,0,0,0,0.0,0.0,0.0
4836,Head Over Heels,0,10400,-10400,0.0,9877.34052606335,-9877.34052606335
4837,Barricade,0,0,0,0.0,0.0,0.0
4838,Still Mine,0,0,0,0.0,0.0,0.0
4839,Last Kind Words,0,0,0,0.0,0.0,0.0
4840,Marina AbramoviÄ‡: The Artist Is Present,0,0,0,0.0,0.0,0.0
4841,Astronaut: The Last Push,0,0,0,0.0,0.0,0.0
4842,Stitches,95000,100000,-5000,90225.7067284633,94974.42813522449,-4748.721406761193
4843,Reality,0,0,0,0.0,0.0,0.0
4844,The Courier,0,0,0,0.0,0.0,0.0
4845,White Frog,0,0,0,0.0,0.0,0.0
4846,Dead Before Dawn 3D,0,0,0,0.0,0.0,0.0
4847,Wish You Were Here,0,0,0,0.0,0.0,0.0
4848,I Will Follow You Into the Dark,0,5000000,-5000000,0.0,4748721.40676122,-4748721.40676122
4849,Coldplay: Live 2012,0,0,0,0.0,0.0,0.0
4850,Taped,0,0,0,0.0,0.0,0.0
4851,Playback,0,7500000,-7500000,0.0,7123082.11014184,-7123082.11014184
4852,Let It Shine,0,0,0,0.0,0.0,0.0
4853,Why Stop Now?,0,0,0,0.0,0.0,0.0
4854,Tim and Eric's Billion Dollar Movie,0,0,0,0.0,0.0,0.0
4855,Spike Island,0,0,0,0.0,0.0,0.0
4856,Stories We Tell,0,0,0,0.0,0.0,0.0
4857,After Porn Ends,0,400000,-400000,0.0,379897.71254089795,-379897.71254089795
4858,Hungry For Change,0,0,0,0.0,0.0,0.0
4859,Foodfight!,73706,65000000,-64926294,70001.8520013486,61733378.287895896,-61663376.43589455
4860,Good Vibrations,0,0,0,0.0,0.0,0.0
4861,When the Lights Went Out,0,0,0,0.0,0.0,0.0
4862,Vamps,0,16000000,-16000000,0.0,15195908.501635902,-15195908.501635902
4863,Berberian Sound Studio,0,0,0,0.0,0.0,0.0
4864,Political Animals,0,0,0,0.0,0.0,0.0
4865,The Girl,0,0,0,0.0,0.0,0.0
4866,PokÅ‚osie,0,0,0,0.0,0.0,0.0
4867,Nitro Circus: The Movie,3903479,0,3903479,3707306.85762858,0.0,3707306.85762858
4868,Among Friends,0,0,0,0.0,0.0,0.0
4869,Scary or Die,0,0,0,0.0,0.0,0.0
4870,Bad Kids Go to Hell,0,0,0,0.0,0.0,0.0
4871,A Mother's Nightmare,0,0,0,0.0,0.0,0.0
4872,Party Bercy,0,0,0,0.0,0.0,0.0
4873,Artifact,0,0,0,0.0,0.0,0.0
4874,Amy Schumer: Mostly Sex Stuff,0,0,0,0.0,0.0,0.0
4875,Birdsong,0,0,0,0.0,0.0,0.0
4876,Mr. Pip,0,0,0,0.0,0.0,0.0
4877,Gayby,0,0,0,0.0,0.0,0.0
4878,It's a SpongeBob Christmas!,0,0,0,0.0,0.0,0.0
4879,Bill Burr: You People Are All The Same,0,0,0,0.0,0.0,0.0
4880,Crawlspace,0,0,0,0.0,0.0,0.0
4881,Talaash,0,8510000,-8510000,0.0,8082323.83430761,-8082323.83430761
4882,Jurassic Shark,0,0,0,0.0,0.0,0.0
4883,Fresh Guacamole,0,0,0,0.0,0.0,0.0
4884,Free Angela and All Political Prisoners,0,0,0,0.0,0.0,0.0
4885,Girls Against Boys,0,0,0,0.0,0.0,0.0
4886,Jackie,278000,0,278000,264028.91021592397,0.0,264028.91021592397
4887,The Pact,0,0,0,0.0,0.0,0.0
4888,Led Zeppelin: Celebration Day,0,0,0,0.0,0.0,0.0
4889,2016: Obama's America,33400000,2500000,30900000,31721458.997165002,2374360.70338061,29347098.29378439
4890,Cousin Ben Troop Screening,0,0,0,0.0,0.0,0.0
4891,Du vent dans mes mollets,0,0,0,0.0,0.0,0.0
4892,Student of the Year,0,0,0,0.0,0.0,0.0
4893,Underground: The Julian Assange Story,0,0,0,0.0,0.0,0.0
4894,The Queen of Versailles,714544,0,714544,678634.077774559,0.0,678634.077774559
4895,Beware of Mr. Baker,0,0,0,0.0,0.0,0.0
4896,Craigslist Joe,0,0,0,0.0,0.0,0.0
4897,Blancanieves,279735,0,279735,265676.71654407,0.0,265676.71654407
4898,How to Make Money Selling Drugs,0,0,0,0.0,0.0,0.0
4899,Minecraft: The Story of Mojang,0,0,0,0.0,0.0,0.0
4900,Sleepwalk With Me,0,0,0,0.0,0.0,0.0
4901,The Millionaire Tour,0,0,0,0.0,0.0,0.0
4902,Una pistola en cada mano,0,0,0,0.0,0.0,0.0
4903,Katy Perry: Part of Me,32726956,12000000,20726956,31082239.307066496,11396931.3762269,19685307.9308396
4904,Museum Hours,0,0,0,0.0,0.0,0.0
4905,Jim Gaffigan: Mr. Universe,0,0,0,0.0,0.0,0.0
4906,Aziz Ansari: Dangerously Delicious,0,0,0,0.0,0.0,0.0
4907,Fresh Meat,0,0,0,0.0,0.0,0.0
4908,Just Like a Woman,0,0,0,0.0,0.0,0.0
4909,Eddie: The Sleepwalking Cannibal,1632,0,1632,1549.98266716686,0.0,1549.98266716686
4910,The Sleeper,0,0,0,0.0,0.0,0.0
4911,Belle du Seigneur,0,0,0,0.0,0.0,0.0
4912,Freeloaders,0,3000000,-3000000,0.0,2849232.84405673,-2849232.84405673
4913,Undercover Bridesmaid,0,0,0,0.0,0.0,0.0
4914,West of Memphis,0,0,0,0.0,0.0,0.0
4915,Inch'Allah,0,0,0,0.0,0.0,0.0
4916,Sassy Pants,0,0,0,0.0,0.0,0.0
4917,Steve Jobs: The Lost Interview,0,0,0,0.0,0.0,0.0
4918,O Som ao Redor,0,0,0,0.0,0.0,0.0
4919,Freddie Mercury: The Great Pretender,0,0,0,0.0,0.0,0.0
4920,McCullin,0,0,0,0.0,0.0,0.0
4921,Adam and Dog,0,0,0,0.0,0.0,0.0
4922,I Hate Love,0,0,0,0.0,0.0,0.0
4923,The House I Live In,0,0,0,0.0,0.0,0.0
4924,Mental,0,0,0,0.0,0.0,0.0
4925,Hold Your Breath,0,0,0,0.0,0.0,0.0
4926,Daddy's Little Girl,0,0,0,0.0,0.0,0.0
4927,The History of Future Folk,0,0,0,0.0,0.0,0.0
4928,Amber Alert,0,0,0,0.0,0.0,0.0
4929,The Comedy,0,0,0,0.0,0.0,0.0
4930,KumarÃ©,0,0,0,0.0,0.0,0.0
4931,The Dream Team,0,0,0,0.0,0.0,0.0
4932,Jim Jefferies: Fully Functional,0,0,0,0.0,0.0,0.0
4933,It's Such a Beautiful Day,0,0,0,0.0,0.0,0.0
4934,John Mulaney: New In Town,0,0,0,0.0,0.0,0.0
4935,Liz & Dick,0,0,0,0.0,0.0,0.0
4936,A Fairly Odd Christmas,0,0,0,0.0,0.0,0.0
4937,Bekas,0,2000000,-2000000,0.0,1899488.56270449,-1899488.56270449
4938,Elefante blanco,0,0,0,0.0,0.0,0.0
4939,The Men Who Built America,0,0,0,0.0,0.0,0.0
4940,Naughty or Nice,0,0,0,0.0,0.0,0.0
4941,Heroine,0,0,0,0.0,0.0,0.0
4942,Curfew,0,0,0,0.0,0.0,0.0
4943,Shut Up and Play the Hits,0,0,0,0.0,0.0,0.0
4944,How to Fall in Love,0,0,0,0.0,0.0,0.0
4945,The Pregnancy Project,0,0,0,0.0,0.0,0.0
4946,Bones Brigade: An Autobiography,0,110,-110,0.0,104.47187094874701,-104.47187094874701
4947,The Central Park Five,273747,0,273747,259989.647787333,0.0,259989.647787333
4948,The Invisible War,0,0,0,0.0,0.0,0.0
4949,The Lord of the Rings: The Return of the King,1118888979,94000000,1024888979,1326278010.4756699,111423148.609557,1214854861.866113
4950,Underworld,95708457,22000000,73708457,113448272.63300401,26077758.1852156,87370514.44778842
4951,Pirates of the Caribbean: The Curse of the Black Pearl,655011224,140000000,515011224,776419286.73064,165949370.269553,610469916.461087
4952,Kill Bill: Vol. 1,180949000,30000000,150949000,214488375.720753,35560579.3434758,178927796.37727723
4953,The Matrix Revolutions,424988211,150000000,274988211,503760899.910245,177802896.717379,325958003.19286597
4954,The Matrix Reloaded,738599701,150000000,588599701,875501109.015934,177802896.717379,697698212.298555
4955,Finding Nemo,864625978,94000000,770625978,1024886689.7699699,111423148.609557,913463541.1604129
4956,Bruce Almighty,484572835,80000000,404572835,574389691.557017,94828211.5826022,479561479.97441477
4957,Love Actually,244931766,40000000,204931766,290330516.61935496,47414105.7913011,242916410.82805386
4958,Elf,173398518,32000000,141398518,205538391.91267,37931284.63304079,167607107.2796292
4959,Terminator 3: Rise of the Machines,435000000,200000000,235000000,515628400.480399,237070528.95650497,278557871.5238941
4960,The Dreamers,15121165,15000000,121165,17923912.9249429,17780289.6717379,143623.25320500135
4961,Big Fish,122919055,70000000,52919055,145702426.93841898,82974685.1347769,62727741.80364208
4962,Daredevil,179179718,78000000,101179718,212391152.622687,92457506.2930371,119933646.32964991
4963,American Wedding,231449203,55000000,176449203,274348924.908858,65194395.463039,209154529.445819
4964,The League of Extraordinary Gentlemen,179265204,78000000,101265204,212492483.678879,92457506.2930371,120034977.38584189
4965,The Italian Job,176070171,60000000,116070171,208705242.862161,71121158.6869516,137584084.1752094
4966,The Jungle Book 2,135680000,20000000,115680000,160828646.844093,23707052.895650502,137121593.9484425
4967,Lost in Translation,119723856,4000000,115723856,141914989.35316202,4741410.57913011,137173578.7740319
4968,Bad Santa,76488889,23000000,53488889,90666306.8726272,27263110.829998102,63403196.04262909
4969,Johnny English,160583018,40000000,120583018,190347505.09346002,47414105.7913011,142933399.30215892
4970,Brother Bear,250,100000000,-99999750,296.33816119563204,118535264.47825201,-118534968.14009081
4971,Peter Pan,121975011,100000000,21975011,144583401.886227,118535264.47825201,26048137.407975003
4972,Scary Movie 3,220673217,48000000,172673217,261575581.403618,56896926.94956129,204678654.4540567
4973,Honey,62646763,18000000,44646763,74258506.20911421,21336347.6060855,52922158.60302871
4974,A Man Apart,44350926,36000000,8350926,52571487.432654105,42672695.212171,9898792.220483102
4975,The School of Rock,131282949,35000000,96282949,155616590.811999,41487342.5673884,114129248.2446106
4976,The Last Samurai,456758981,140000000,316758981,541420466.1565219,165949370.269553,375471095.8869689
4977,Bad Boys II,273339556,130000000,143339556,324003765.628281,154095843.821728,169907921.806553
4978,Lara Croft Tomb Raider: The Cradle of Life,156505388,95000000,61505388,185514075.58851498,112608501.25434,72905574.33417499
4979,Wrong Turn,28650575,12600000,16050575,33961034.8507901,14935443.324259803,19025591.526530296
4980,Identity,90259536,30000000,60259536,106989379.714443,35560579.3434758,71428800.37096721
4981,Master and Commander: The Far Side of the World,212011111,150000000,62011111,251307931.14713198,177802896.717379,73505034.42975298
4982,Mona Lisa Smile,0,65000000,-65000000,0.0,77047921.9108643,-77047921.9108643
4983,Mystic River,156822020,25000000,131822020,185889396.16713798,29633816.119563203,156255580.0475748
4984,The Animatrix,0,5000000,-5000000,0.0,5926763.22391264,-5926763.22391264
4985,Anger Management,195745823,75000000,120745823,232027828.99818197,88901448.3586895,143126380.63949245
4986,The Core,74208267,60000000,14208267,87962965.55317791,71121158.6869516,16841806.866226315
4987,Hulk,245360480,137000000,108360480,290838693.89311004,162393312.335206,128445381.55790403
4988,Once Upon a Time in Mexico,98185582,29000000,69185582,116384539.303211,34375226.6986933,82009312.6045177
4989,101 Dalmatians II: Patch's London Adventure,0,0,0,0.0,0.0,0.0
4990,Old School,87055349,24000000,63055349,103191288.179616,28448463.474780604,74742824.7048354
4991,How to Lose a Guy in 10 Days,177371441,50000000,127371441,210247706.698238,59267632.23912641,150980074.45911157
4992,Shanghai Knights,88323487,50000000,38323487,104694478.911865,59267632.23912641,45426846.67273859
4993,S.W.A.T.,116643346,80000000,36643346,138263498.677383,94828211.5826022,43435287.0947808
4994,Tears of the Sun,85632458,70000000,15632458,101504660.569528,82974685.1347769,18529975.434751093
4995,"Legally Blonde 2: Red, White & Blonde",124914842,45000000,79914842,148068138.337291,53340869.015213706,94727269.3220773
4996,Atlantis: Milo's Return,0,0,0,0.0,0.0,0.0
4997,The Cat in the Hat,0,0,0,0.0,0.0,0.0
4998,Freaky Friday,110230332,26000000,84230332,130661815.571456,30819168.764345698,99842646.80711031
4999,Sinbad: Legend of the Seven Seas,26288320,60000000,-33711680,31160929.6388894,71121158.6869516,-39960229.04806219
5000,Timeline,19480739,80000000,-60519261,23091545.495968103,94828211.5826022,-71736666.0866341
5001,Paycheck,96269812,60000000,36269812,114113676.26691599,71121158.6869516,42992517.5799644
5002,Charlie's Angels: Full Throttle,259175788,120000000,139175788,307214705.769395,142242317.373903,164972388.395492
5003,Something's Gotta Give,266728738,80000000,186728738,316167615.027806,94828211.5826022,221339403.44520378
5004,The Haunted Mansion,182290266,90000000,92290266,216078248.92121002,106681738.03042701,109396510.89078301
5005,Duplex,19322135,40000000,-20677865,22903543.825095,47414105.7913011,-24510561.9662061
5006,Gothika,141591324,40000000,101591324,167835650.381659,47414105.7913011,120421544.5903579
5007,21 Grams,60427839,20000000,40427839,71628298.7771428,23707052.895650502,47921245.88149229
5008,Final Destination 2,90426405,26000000,64426405,107187178.324926,30819168.764345698,76368009.56058031
5009,George of the Jungle 2,0,0,0,0.0,0.0,0.0
5010,The Texas Chainsaw Massacre,107071655,9500000,97571655,126917669.435492,11260850.125434,115656819.310058
5011,The Recruit,101191884,0,101191884,119948067.329926,0.0,119948067.329926
5012,Cheaper by the Dozen,190212113,40000000,150212113,225468431.214223,47414105.7913011,178054325.4229219
5013,Cold Mountain,173013509,79000000,94013509,205082020.476255,93642858.9378197,111439161.5384353
5014,11:14,0,6000000,-6000000,0.0,7112115.86869516,-7112115.86869516
5015,Holes,0,20000000,-20000000,0.0,23707052.895650502,-23707052.895650502
5016,The Medallion,0,41000000,-41000000,0.0,48599458.4360836,-48599458.4360836
5017,Thirteen,4601043,2000000,2601043,5453858.48880813,2370705.28956505,3083153.19924308
5018,Freddy vs. Jason,114908830,30000000,84908830,136207485.54936498,35560579.3434758,100646906.2058892
5019,Cradle 2 the Grave,56489558,25000000,31489558,66960046.977896,29633816.119563203,37326230.8583328
5020,Boundin',0,0,0,0.0,0.0,0.0
5021,Looney Tunes: Back in Action,68514844,80000000,-11485156,81214251.54226229,94828211.5826022,-13613960.040339917
5022,Basic,42792561,50000000,-7207439,50724275.3583676,59267632.23912641,-8543356.880758807
5023,The Rundown,80916492,85000000,-4083508,95914577.7987242,100754974.806514,-4840397.007789791
5024,Barbie of Swan Lake,0,0,0,0.0,0.0,0.0
5025,2 Fast 2 Furious,236350661,76000000,160350661,280158881.112448,90086801.00347209,190072080.1089759
5026,View from the Top,15614000,0,15614000,18508096.1956343,0.0,18508096.1956343
5027,Batman: Mystery of the Batwoman,0,0,0,0.0,0.0,0.0
5028,Confidence,0,0,0,0.0,0.0,0.0
5029,What a Girl Wants,0,0,0,0.0,0.0,0.0
5030,In Hell,0,0,0,0.0,0.0,0.0
5031,Open Range,68296293,22000000,46296293,80955191.5363924,26077758.1852156,54877433.351176806
5032,Just Married,101564935,18000000,83564935,120390264.31941499,21336347.6060855,99053916.7133295
5033,Under the Tuscan Sun,0,0,0,0.0,0.0,0.0
5034,Tais-toi !,0,27440000,-27440000,0.0,32526076.572832502,-32526076.572832502
5035,Daddy Day Care,164433867,60000000,104433867,194912119.140268,71121158.6869516,123790960.4533164
5036,Matchstick Men,65565672,0,65565672,77718442.7121437,0.0,77718442.7121437
5037,Seabiscuit,148336445,87000000,61336445,175830997.398388,103125680.096079,72705317.30230899
5038,Out of Time,55495563,50000000,5495563,65781812.3757454,59267632.23912641,6514180.136618994
5039,Jeepers Creepers 2,63102666,17000000,46102666,74798912.0359285,20150994.9613029,54647917.074625604
5040,The Lizzie McGuire Movie,55534455,17000000,38534455,65827913.110806204,20150994.9613029,45676918.149503306
5041,Dreamcatcher,75715436,68000000,7715436,89749492.31346221,80603979.84521191,9145512.468250304
5042,Bionicle: Mask of Light,0,0,0,0.0,0.0,0.0
5043,Ned Kelly,6585516,0,6585516,7806158.80785765,0.0,7806158.80785765
5044,Bulletproof Monk,0,52000000,-52000000,0.0,61638337.528691396,-61638337.528691396
5045,Spy Kids 3-D: Game Over,197011982,38000000,159011982,233528673.91754702,45043400.501736,188485273.415811
5046,Down with Love,20298207,35000000,-14701793,24060533.3517932,41487342.5673884,-17426809.2155952
5047,The Order,11560806,35000000,-23439194,13703631.9679177,41487342.5673884,-27783710.5994707
5048,Intolerable Cruelty,119940815,60000000,59940815,142172162.277621,71121158.6869516,71051003.59066941
5049,The Hunted,34234008,55000000,-20765992,40579371.9243062,65194395.463039,-24615023.538732804
5050,House of Sand and Fog,16942795,16500000,442795,20083186.8632581,19558318.6389117,524868.2243463993
5051,Stitch! The Movie,0,0,0,0.0,0.0,0.0
5052,Le Divorce,12991996,0,12991996,15400096.819604,0.0,15400096.819604
5053,National Lampoon Presents Dorm Daze,0,0,0,0.0,0.0,0.0
5054,Cabin Fever,30553394,1500000,29053394,36216546.3849826,1778028.96717379,34438517.41780881
5055,Runaway Jury,80154140,60000000,20154140,95010921.839269,71121158.6869516,23889763.152317405
5056,Code 46,0,7500000,-7500000,0.0,8890144.83586896,-8890144.83586896
5057,The Singing Detective,0,0,0,0.0,0.0,0.0
5058,Kangaroo Jack,0,0,0,0.0,0.0,0.0
5059,Monster,60378584,8000000,52378584,71569914.232624,9482821.15826022,62087093.074363776
5060,In the Cut,23,12000000,-11999977,27.2631108299981,14224231.737390302,-14224204.474279473
5061,The Gathering,0,0,0,0.0,0.0,0.0
5062,Bringing Down The House,132675402,20000000,112675402,157267138.65828502,23707052.895650502,133560085.76263452
5063,The Human Stain,0,30000000,-30000000,0.0,35560579.3434758,-35560579.3434758
5064,Gigli,7266209,54000000,-46733791,8613020.0556926,64009042.8182565,-55396022.7625639
5065,Gods and Generals,12923936,56000000,-43076064,15319421.7186001,66379748.107821494,-51060326.38922139
5066,The Sleeping Dictionary,0,0,0,0.0,0.0,0.0
5067,Shattered Glass,2,6000000,-5999998,2.37070528956505,7112115.86869516,-7112113.497989871
5068,Dumb and Dumberer: When Harry Met Lloyd,39267515,19000000,20267515,46545852.7592875,22521700.250868,24024152.5084195
5069,Girl with a Pearl Earring,31466789,0,31466789,37299241.563963704,0.0,37299241.563963704
5070,National Security,50097949,0,50097949,59383736.3453302,0.0,59383736.3453302
5071,Miracle Run,0,0,0,0.0,0.0,0.0
5072,Scorched,0,0,0,0.0,0.0,0.0
5073,The United States of Leland,343816,0,343816,407543.204918549,0.0,407543.204918549
5074,Malibu's Most Wanted,0,0,0,0.0,0.0,0.0
5075,Uptown Girls,37095657,20000000,17095657,43971435.1348954,23707052.895650502,20264382.239244897
5076,Party Monster,742898,5000000,-4257102,880596.10910365,5926763.22391264,-5046167.11480899
5077,Beyond Borders,0,35000000,-35000000,0.0,41487342.5673884,-41487342.5673884
5078,The Life of David Gale,38955598,50000000,-11044402,46176121.1183849,59267632.23912641,-13091511.120741509
5079,Anything Else,0,0,0,0.0,0.0,0.0
5080,Elephant,10012022,3000000,7012022,11867776.7573208,3556057.93434758,8311718.822973221
5081,Coffee and Cigarettes,7897645,0,7897645,9361494.3883035,0.0,9361494.3883035
5082,House of the Dead,13818181,7000000,6818181,16379417.394433599,8297468.51347769,8081948.880955909
5083,Whale Rider,41400000,8000000,33400000,49073599.4939966,9482821.15826022,39590778.33573638
5084,Deep Blue,0,0,0,0.0,0.0,0.0
5085,In America,0,0,0,0.0,0.0,0.0
5086,The Reckoning,0,0,0,0.0,0.0,0.0
5087,House of 1000 Corpses,16829545,7000000,9829545,19948945.6762365,8297468.51347769,11651477.162758809
5088,A Guy Thing,17432163,20000000,-2567837,20663260.516330104,23707052.895650502,-3043792.379320398
5089,Belly of the Beast,0,14000000,-14000000,0.0,16594937.026955301,-16594937.026955301
5090,Radio,52277485,32000000,20277485,61967255.10732889,37931284.63304079,24035970.4742881
5091,Young Adam,2500000,6400000,-3900000,2963381.61195632,7586256.92660817,-4622875.314651851
5092,Cold Creek Manor,21384035,0,21384035,25347622.4433721,0.0,25347622.4433721
5093,The Even Stevens Movie,0,0,0,0.0,0.0,0.0
5094,Battlestar Galactica,0,0,0,0.0,0.0,0.0
5095,Pieces of April,0,300000,-300000,0.0,355605.793434758,-355605.793434758
5096,The Land Before Time X: The Great Longneck Migration,0,0,0,0.0,0.0,0.0
5097,Hollywood Homicide,51142659,75000000,-23857341,60622086.1068609,88901448.3586895,-28279362.251828603
5098,Swimming Pool,22441323,7800000,14641323,26600881.5704689,9245750.62930371,17355130.941165186
5099,Head of State,0,0,0,0.0,0.0,0.0
5100,Cypher,0,7500000,-7500000,0.0,8890144.83586896,-8890144.83586896
5101,A Mighty Wind,18750246,6000000,12750246,22225653.686423,7112115.86869516,15113537.81772784
5102,The Cheetah Girls,0,0,0,0.0,0.0,0.0
5103,Secondhand Lions,0,0,0,0.0,0.0,0.0
5104,Destino,0,1500000,-1500000,0.0,1778028.96717379,-1778028.96717379
5105,Piglet's Big Movie,0,0,0,0.0,0.0,0.0
5106,Latter Days,819939,850000,-30061,971916.8622103409,1007549.74806514,-35632.88585479907
5107,The Station Agent,8679814,500000,8179814,10288640.4811204,592676.322391263,9695964.158729138
5108,Love Don't Cost a Thing,0,0,0,0.0,0.0,0.0
5109,The Fighting Temptations,30238577,15000000,15238577,35843377.2214101,17780289.6717379,18063087.549672205
5110,Shortcut to Happiness,0,0,0,0.0,0.0,0.0
5111,Intermission,4856298,5000000,-143702,5756425.678152099,5926763.22391264,-170337.5457605403
5112,Darkness Falls,0,0,0,0.0,0.0,0.0
5113,Dracula II: Ascension,0,0,0,0.0,0.0,0.0
5114,Batman: Dead End,0,0,0,0.0,0.0,0.0
5115,The In-Laws,20440627,0,20440627,24229351.2754631,0.0,24229351.2754631
5116,How to Deal,0,0,0,0.0,0.0,0.0
5117,Mimic: Sentinel,0,0,0,0.0,0.0,0.0
5118,Les Enfants de la Pluie,0,0,0,0.0,0.0,0.0
5119,Scooby-Doo! and the Monster of Mexico,0,0,0,0.0,0.0,0.0
5120,Absolon,0,0,0,0.0,0.0,0.0
5121,Angels in America,0,60000000,-60000000,0.0,71121158.6869516,-71121158.6869516
5122,Saints and Soldiers,0,780000,-780000,0.0,924575.0629303709,-924575.0629303709
5123,Inspector Gadget 2,0,80000000,-80000000,0.0,94828211.5826022,-94828211.5826022
5124,Willard,0,22000000,-22000000,0.0,26077758.1852156,-26077758.1852156
5125,The Challenge,0,0,0,0.0,0.0,0.0
5126,Scooby-Doo! And the Legend of the Vampire,0,0,0,0.0,0.0,0.0
5127,The Statement,0,0,0,0.0,0.0,0.0
5128,Calendar Girls,96542059,10000000,86542059,114436384.9684,11853526.447825199,102582858.52057481
5129,Dead End,0,0,0,0.0,0.0,0.0
5130,Foolproof,460978,8256269,-7795291,546421.49148656,9786590.29518599,-9240168.80369943
5131,My Life Without Me,9726954,0,9726954,11529870.6495779,0.0,11529870.6495779
5132,Kontroll,0,500000,-500000,0.0,592676.322391263,-592676.322391263
5133,Mambo Italiano,3031801,4361898,-1330097,3593753.33380431,5170387.33057161,-1576633.9967672997
5134,Capturing the Friedmans,3117985,0,3117985,3695911.76614225,0.0,3695911.76614225
5135,Agent Cody Banks,58795814,28000000,30795814,69693773.6270415,33189874.0539107,36503899.5731308
5136,The Big Empty,0,0,0,0.0,0.0,0.0
5137,De Zaak Alzheimer,0,0,0,0.0,0.0,0.0
5138,Biker Boyz,23510601,24000000,-489399,27868353.075776696,28448463.474780604,-580110.399003908
5139,The Good Thief,0,0,0,0.0,0.0,0.0
5140,The Ghost of Lord Farquaad,0,0,0,0.0,0.0,0.0
5141,Harvie Krumpet,0,0,0,0.0,0.0,0.0
5142,Ghosts of the Abyss,17040871,13000000,4040871,20199441.5092478,15409584.3821728,4789857.127074998
5143,American Splendor,6003587,0,6003587,7116367.728632,0.0,7116367.728632
5144,Hitler: The Rise of Evil,0,0,0,0.0,0.0,0.0
5145,Shade,0,6800000,-6800000,0.0,8060397.98452119,-8060397.98452119
5146,Hope Springs,0,0,0,0.0,0.0,0.0
5147,The Missing,0,60000000,-60000000,0.0,71121158.6869516,-71121158.6869516
5148,Stuck on You,33828318,55000000,-21171682,40098486.2098443,65194395.463039,-25095909.253194705
5149,Chouchou,0,0,0,0.0,0.0,0.0
5150,Fear X,0,0,0,0.0,0.0,0.0
5151,Aileen: Life and Death of a Serial Killer,0,0,0,0.0,0.0,0.0
5152,Le temps du loup,0,0,0,0.0,0.0,0.0
5153,After School Special,0,0,0,0.0,0.0,0.0
5154,The Second Renaissance Part I,0,0,0,0.0,0.0,0.0
5155,Out for a Kill,0,14000000,-14000000,0.0,16594937.026955301,-16594937.026955301
5156,Grind,0,0,0,0.0,0.0,0.0
5157,Dot the I,0,0,0,0.0,0.0,0.0
5158,Carolina,0,0,0,0.0,0.0,0.0
5159,Tiptoes,0,0,0,0.0,0.0,0.0
5160,The Corporation,4500000,0,4500000,5334086.90152137,0.0,5334086.90152137
5161,Owning Mahowny,0,0,0,0.0,0.0,0.0
5162,Kid's Story,5,10,-5,5.92676322391264,11.853526447825198,-5.926763223912558
5163,Frank Herbert's Children of Dune,0,20000000,-20000000,0.0,23707052.895650502,-23707052.895650502
5164,The Company,2281585,15000000,-12718415,2704482.81404614,17780289.6717379,-15075806.857691757
5165,Natural City,0,6000000,-6000000,0.0,7112115.86869516,-7112115.86869516
5166,Flywheel,0,0,0,0.0,0.0,0.0
5167,Crime Spree,0,0,0,0.0,0.0,0.0
5168,44 Minutes: The North Hollywood Shoot-Out,0,10000000,-10000000,0.0,11853526.447825199,-11853526.447825199
5169,DÃ©dales,0,0,0,0.0,0.0,0.0
5170,Charlie: The Life and Art of Charles Chaplin,0,0,0,0.0,0.0,0.0
5171,Alien Hunter,0,7000000,-7000000,0.0,8297468.51347769,-8297468.51347769
5172,Leprechaun: Back 2 tha Hood,0,0,0,0.0,0.0,0.0
